canonical_rxn,catalyst1,solvent1,solvent2,reagent1,reagent2,Yield,dataset
COc1ccc(Cn2nc(Cn3cnc(C(F)(F)F)c(Oc4cc(Cl)cc(C#N)c4)c3=O)cc(Br)c2=O)cc1.OB(O)c1ccccc1>>COc1ccc(Cn2nc(Cn3cnc(C(F)(F)F)c(Oc4cc(Cl)cc(C#N)c4)c3=O)cc(-c3ccccc3)c2=O)cc1,Cl[Pd]Cl,O,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],63.8,train
COc1ccc(S(=O)(=O)n2ccc3ccnc(Br)c32)cc1.OB(O)c1ccccc1>>COc1ccc(S(=O)(=O)n2ccc3ccnc(-c4ccccc4)c32)cc1,[Pd],CCO,Cc1ccccc1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],26.85,train
Brc1nccs1.OCc1ccccc1B(O)O>>OCc1ccccc1-c1nccs1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Na+].[Na+],83.6,train
CCN(CC)C(=O)c1cccc(Br)c1.OB(O)c1ccncc1>>CCN(CC)C(=O)c1cccc(-c2ccncc2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1CCOC1,CCOC(C)=O,,O=C([O-])[O-].[Na+].[Na+],68.85,train
Cn1ncc2c([N+](=O)[O-])cc(Br)cc21.OB(O)c1cccc2[nH]ccc12>>Cn1ncc2c([N+](=O)[O-])cc(-c3cccc4[nH]ccc34)cc21,Cl[Pd]Cl,CC(C)O,CCOC(C)=O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])O.[Na+],43.0,train
COC(=O)c1cc(Br)nc2c3ccc(Cl)cc3n(Cc3ccc(OC)cc3)c12.Cc1ccc(B(O)O)cn1>>COC(=O)c1cc(-c2ccc(C)nc2)nc2c3ccc(Cl)cc3n(Cc3ccc(OC)cc3)c12,CC(=O)[O-].CC(=O)[O-].[Pd+2],,,COc1cccc(OC)c1-c1ccccc1P(C1CCCCC1)C1CCCCC1,O=P([O-])([O-])[O-].[K+].[K+].[K+],28.15,train
Brc1ncc[nH]1.COc1cccc(COc2ccc(C(=O)Nc3cc(B(O)O)ccc3C)cc2)c1>>COc1cccc(COc2ccc(C(=O)Nc3cc(-c4ncc[nH]4)ccc3C)cc2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],15.65,train
CC(C)(C)OC(=O)N(C(=O)OC(C)(C)C)c1ncc(Br)cn1.CSc1ccccc1B(O)O>>CSc1ccccc1-c1cnc(N(C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)nc1,Cl[Pd]Cl,c1ccccc1,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],96.15,train
CN1CCN(C(=O)c2ccc3nc(-c4ccc(Br)cc4)n(C[C@@H]4CCN(C(=O)C5CC5)C4)c3c2)CC1.OB(O)c1ccc2cc[nH]c2c1>>CN1CCN(C(=O)c2ccc3nc(-c4ccc(-c5ccc6cc[nH]c6c5)cc4)n(C[C@@H]4CCN(C(=O)C5CC5)C4)c3c2)CC1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CN(C)C=O,O,,O=C([O-])O.[Na+],96.4,train
O=C(Nc1ccc(Cl)cc1)C1CCCN(C(=O)c2cnc(Br)s2)C1.OB(O)c1ccco1>>O=C(Nc1ccc(Cl)cc1)C1CCCN(C(=O)c2cnc(-c3ccco3)s2)C1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[Cs+].[Cs+],62.0,train
COc1ccc(F)c(B(O)O)c1.O=C(O)c1cccc(Br)n1>>COc1ccc(F)c(-c2cccc(C(=O)O)n2)c1,Cl[Pd]Cl,ClCCl,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,,95.0,train
Brc1nccs1.CC(C)Oc1ccc(B(O)O)cc1Cl>>CC(C)Oc1ccc(-c2nccs2)cc1Cl,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCO,Cc1ccccc1,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],59.0,train
CC(C)(C)OC(=O)NC1(c2ccc(-c3oc4c(C#N)cccc4c3I)cc2)CCC1.OB(O)c1ccccc1>>CC(C)(C)OC(=O)NC1(c2ccc(-c3oc4c(C#N)cccc4c3-c3ccccc3)cc2)CCC1,CC(=O)[O-].CC(=O)[O-].[Pd+2],COCCOC,ClCCl,c1ccc(P(c2ccccc2)c2ccccc2)cc1,[Cs+].[F-],70.0,train
COCn1nc2c(-c3ccncc3)c(Br)ccn2c1=O.OB(O)c1ccc(Cl)cc1>>COCn1nc2c(-c3ccncc3)c(-c3ccc(Cl)cc3)ccn2c1=O,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=C([O-])[O-].[K+].[K+],75.1,train
FC(F)(F)c1ccc(Br)nc1.OB(O)c1ccc(O)cc1>>Oc1ccc(-c2ccc(C(F)(F)F)cn2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,,75.8,train
COc1ccc(B(O)O)cc1.COc1cccc(CN(C)C(=O)c2ccc(Br)s2)c1>>COc1ccc(-c2ccc(C(=O)N(C)Cc3cccc(OC)c3)s2)cc1,[Pd],,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,,98.4,train
COc1ccc(-c2c[nH]c3c(Br)ccc(F)c3c2=O)cc1.OB(O)c1ccco1>>COc1ccc(-c2c[nH]c3c(-c4ccco4)ccc(F)c3c2=O)cc1,Cl[Pd]Cl,COCCOC,ClCCl,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],70.0,train
NC(=O)c1ccc2cncc(Br)c2c1.OB(O)c1ccc(Cl)cc1Cl>>NC(=O)c1ccc2cncc(-c3ccc(Cl)cc3Cl)c2c1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],98.1,train
CCn1c(-c2nc(Br)cnc2N)nc2cnccc21.CS(=O)(=O)c1cccc(B(O)O)c1>>CCn1c(-c2nc(-c3cccc(S(C)(=O)=O)c3)cnc2N)nc2cnccc21,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CN(C)C=O,,,O=C([O-])[O-].[K+].[K+],3.0,train
COc1ccc(CNc2ccc(I)cn2)cc1OC1CCCC1.OB(O)c1cccnc1>>COc1ccc(CNc2ccc(-c3cccnc3)cn2)cc1OC1CCCC1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CC#N,O,,O=C([O-])[O-].[Na+].[Na+],21.3,train
Cn1c(Nc2ccccc2)ncc(Br)c1=O.OB(O)c1ccc(OCc2ccccc2)c(F)c1>>Cn1c(Nc2ccccc2)ncc(-c2ccc(OCc3ccccc3)c(F)c2)c1=O,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,,,O=C([O-])[O-].[Na+].[Na+],64.0,train
NC1=NC2(CO1)c1cc(Br)ccc1O[C@H]1CCN(C(=O)OCc3ccccc3)C[C@@H]12.OB(O)c1cccnc1F>>NC1=NC2(CO1)c1cc(-c3cccnc3F)ccc1O[C@H]1CCN(C(=O)OCc3ccccc3)C[C@@H]12,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,,,O=C([O-])[O-].[Na+].[Na+],57.05,train
CCCCNCc1ccc(B(O)O)s1.CCS(=O)(=O)N1CCC(c2c[nH]c3c(C(N)=O)cc(Br)cc23)CC1>>CCCCNCc1ccc(-c2cc(C(N)=O)c3[nH]cc(C4CCN(S(=O)(=O)CC)CC4)c3c2)s1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,,,O=C([O-])[O-].[K+].[K+],24.0,train
N#Cc1ccc2c(c1)c(Br)nn2C1CCCCO1.OB(O)c1cccc(O)c1>>N#Cc1ccc2c(c1)c(-c1cccc(O)c1)nn2C1CCCCO1,Cl[Pd]Cl,CCOC(C)=O,COCCOC,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=P([O-])([O-])[O-].[K+].[K+].[K+],71.95,train
O=Cc1ccc(Br)s1.OB(O)c1ccc(C(F)(F)F)cc1>>O=Cc1ccc(-c2ccc(C(F)(F)F)cc2)s1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,,,O=C([O-])[O-].[K+].[K+],62.95,train
CN(C)CCCOc1ccc(B(O)O)cc1.Cc1cnc2[nH]c(I)c(-c3cncnc3)c2c1>>Cc1cnc2[nH]c(-c3ccc(OCCCN(C)C)cc3)c(-c3cncnc3)c2c1,Cl[Pd]Cl,C1COCCO1,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],57.75,train
CN(C)S(=O)(=O)c1ccc(Br)cc1OC(F)(F)F.Cn1c(C#N)ccc1B(O)O>>CN(C)S(=O)(=O)c1ccc(-c2ccc(C#N)n2C)cc1OC(F)(F)F,[Pd].[Pd],,,CC(C)(C)P(C(C)(C)C)C(C)(C)C.O=C(/C=C/c1ccccc1)/C=C/c1ccccc1,[F-].[K+],32.55,train
COc1ncnc2sc(-c3c(-c4ccccc4)nc(Br)n3C)nc12.OB(O)c1ccsc1>>COc1ncnc2sc(-c3c(-c4ccccc4)nc(-c4ccsc4)n3C)nc12,Cl[Pd]Cl,CO,Cc1ccccc1,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],80.7,train
O=C(NCc1cccs1)c1nc2c(C(F)(F)F)cc(Br)cn2c1Cl.OB(O)c1ccoc1>>O=C(NCc1cccs1)c1nc2c(C(F)(F)F)cc(-c3ccoc3)cn2c1Cl,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,CCOC(C)=O,,O=P([O-])([O-])[O-].[K+].[K+].[K+],36.95,train
OB(O)c1ccncc1.OC(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc(Br)cc2)CC1>>OC(c1ccccc1)(c1ccccc1)C1CCN(CCc2ccc(-c3ccncc3)cc2)CC1,Cl[Pd]Cl,,,CC(C)(C)P([c-]1cccc1)C(C)(C)C.CC(C)(C)P([c-]1cccc1)C(C)(C)C.[Fe+2],O=C([O-])[O-].[K+].[K+],29.85,train
Brc1ccc2nc(-c3coc4ccccc34)cn2c1.OCc1cccc(B(O)O)c1>>OCc1cccc(-c2ccc3nc(-c4coc5ccccc45)cn3c2)c1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CC#N,Cc1ccccc1,,O=C([O-])[O-].[Na+].[Na+],40.5,train
CC(C)OC(=O)N1CCC(COc2ccc(Br)nc2)CC1.COCCSc1ccc(B(O)O)cc1>>COCCSc1ccc(-c2ccc(OCC3CCN(C(=O)OC(C)C)CC3)cn2)cc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,COCCOC,,,O=C([O-])[O-].[Na+].[Na+],61.05,train
CN(C)c1ccc(-c2cnc3c(c2)c(I)cn3S(=O)(=O)c2ccccc2)cc1.OB(O)c1ccoc1>>CN(C)c1ccc(-c2cnc3c(c2)c(-c2ccoc2)cn3S(=O)(=O)c2ccccc2)cc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[Na+].[Na+],77.8,train
Brc1sc2cc(OCc3ccccc3)ccc2c1Oc1ccc(OCCN2CCCCC2)cc1.CS(=O)(=O)c1ccc(B(O)O)cc1F>>CS(=O)(=O)c1ccc(-c2sc3cc(OCc4ccccc4)ccc3c2Oc2ccc(OCCN3CCCCC3)cc2)cc1F,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,,,O=C([O-])[O-].[Na+].[Na+],36.5,train
Cc1cc2ncc(I)n2cc1Br.N#Cc1ccc(B(O)O)cc1>>Cc1cc2ncc(-c3ccc(C#N)cc3)n2cc1Br,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,O=P([O-])([O-])[O-].[K+].[K+].[K+],58.75,train
Brc1cnc(-c2ccccn2)nc1.OB(O)c1c2ccccc2cc2ccccc12>>c1ccc(-c2ncc(-c3c4ccccc4cc4ccccc34)cn2)nc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,Cc1ccccc1,ClCCl,,CC[N+](CC)(CC)CC.[OH-],85.0,train
COC(=O)c1nc(Br)c(F)cc1N.OB(O)c1c(F)cccc1F>>COC(=O)c1nc(-c2c(F)cccc2F)c(F)cc1N,Cl[Pd]Cl,ClCCl,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,,94.0,train
CNC(=O)[C@H](CC(C)C)NC(=O)c1nc(Br)n2c1CN(C)CCC2.OB(O)c1ccc(Cl)cc1F>>CNC(=O)[C@H](CC(C)C)NC(=O)c1nc(-c2ccc(Cl)cc2F)n2c1CN(C)CCC2,[Pd].[Pd],C1COCCO1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],40.0,train
Brc1nc(-c2ccccc2)cc(-c2ccccc2)n1.OB(O)c1ccc2c(-c3ccccc3)c3ccccc3c(-c3ccccc3)c2c1>>c1ccc(-c2cc(-c3ccccc3)nc(-c3ccc4c(-c5ccccc5)c5ccccc5c(-c5ccccc5)c4c3)n2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,,O=C([O-])[O-].[Na+].[Na+],85.95,train
CSc1ncc2c(Br)n[nH]c2n1.OB(O)c1ccccc1>>CSc1ncc2c(-c3ccccc3)n[nH]c2n1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,O,,,87.35,train
Brc1cncc(Br)c1.OB(O)c1ccc(OC(F)(F)F)cc1>>FC(F)(F)Oc1ccc(-c2cncc(Br)c2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1COCCO1,CCOCC,,O=C([O-])[O-].[K+].[K+],9.3,train
O=Cc1nc(Br)ccc1F.OB(O)c1ccc(C(F)(F)F)nc1>>O=Cc1nc(-c2ccc(C(F)(F)F)nc2)ccc1F,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,,,,,69.5,train
CC(C)(C)OC(=O)NC1(c2ccc(-c3oc4nccnc4c3I)cc2)CCC1.OB(O)c1ccccc1>>CC(C)(C)OC(=O)NC1(c2ccc(-c3oc4nccnc4c3-c3ccccc3)cc2)CCC1,CC(=O)[O-].CC(=O)[O-].[Pd+2],COCCOC,ClCCl,c1ccc(P(c2ccccc2)c2ccccc2)cc1,[Cs+].[F-],55.0,train
CC(C)(C)C(=O)c1c[nH]c2ncc(Br)nc12.CCc1cccc(B(O)O)c1>>CCc1cccc(-c2cnc3[nH]cc(C(=O)C(C)(C)C)c3n2)c1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[K+].[K+],49.7,train
CNc1ncccc1-c1noc(-c2ccc(Br)cc2)n1.OB(O)c1ccsc1>>CNc1ncccc1-c1noc(-c2ccc(-c3ccsc3)cc2)n1,CC(=O)[O-].CC(=O)[O-].[Pd+2],C1CCOC1,,c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,[F-].[K+],59.8,train
C[C@H]1CN(C(=O)OC(C)(C)C)Cc2scc(Br)c2O1.OB(O)c1cccc(F)c1>>C[C@H]1CN(C(=O)OC(C)(C)C)Cc2scc(-c3cccc(F)c3)c2O1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,COCCOC,O,,O=C([O-])[O-].[K+].[K+],94.95,train
O=C(c1cnc2cncc(Br)c2n1)N1CCS(=O)(=O)CC1.OB(O)c1ccc(C(F)(F)F)cc1>>O=C(c1cnc2cncc(-c3ccc(C(F)(F)F)cc3)c2n1)N1CCS(=O)(=O)CC1,Cl[Pd]Cl,C1COCCO1,O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],72.85,train
Brc1n[nH]c2ccccc12.COc1ccc(B(O)O)cc1>>COc1ccc(-c2n[nH]c3ccccc23)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,,O=C([O-])[O-].[Na+].[Na+],5.2,train
CCCCc1nc(C2CC2)c(Br)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1.CCOc1ccc(B(O)O)cc1>>CCCCc1nc(C2CC2)c(-c2ccc(OCC)cc2)c(=O)n1Cc1ccc(-c2ccccc2C#N)cc1,Cl[Pd]Cl,C1COCCO1,CCOC(C)=O,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],69.9,train
Clc1nc(N2CCOCC2)c2ncc(Br)cc2n1.OB(O)c1cncnc1>>Clc1nc(N2CCOCC2)c2ncc(-c3cncnc3)cc2n1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,CN(C)C=O,O,,O=C([O-])[O-].[Na+].[Na+],47.0,train
CC(C)(C)OC(=O)N1CCC(COc2ccc(Br)cn2)CC1.CS(=O)(=O)c1ccc(B(O)O)cc1>>CC(C)(C)OC(=O)N1CCC(COc2ccc(-c3ccc(S(C)(=O)=O)cc3)cn2)CC1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,,,O=C([O-])[O-].[Na+].[Na+],92.95,train
CCOC(=O)c1cccc(Br)n1.OB(O)c1ccccc1-c1cc(Cl)ccc1OCc1ccccc1>>CCOC(=O)c1cccc(-c2ccccc2-c2cc(Cl)ccc2OCc2ccccc2)n1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[K+].[K+],83.4,train
CCOCc1nc2c(N)nc3cc(Br)cnc3c2n1CC(C)(C)O.NC(=O)c1cccc(B(O)O)c1>>CCOCc1nc2c(N)nc3cc(-c4cccc(C(N)=O)c4)cnc3c2n1CC(C)(C)O,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,COCCOC,O,,O=C([O-])[O-].[K+].[K+],14.7,train
CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(B(O)O)cn1.CCOC(=O)c1cn(CC)c2ncc(Br)cc2c1=O>>CCNC(=O)Nc1cc(-c2nc(C(F)(F)F)cs2)c(-c2cnc3c(c2)c(=O)c(C(=O)OCC)cn3CC)cn1,[Pd],C1COCCO1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Cs+].[Cs+],22.8,train
COc1ncc(I)c(OC)n1.Cc1ccccc1B(O)O>>COc1ncc(-c2ccccc2C)c(OC)n1,CC(=O)[O-].CC(=O)[O-].[Pd+2],CCCO,,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[Na+].[Na+],46.15,train
COC(=O)C(C)(C)[C@@H](C)Nc1c(C(N)=O)cnn2cc(Br)cc12.COc1ccc(B(O)O)cn1>>COC(=O)C(C)(C)[C@@H](C)Nc1c(C(N)=O)cnn2cc(-c3ccc(OC)nc3)cc12,CC(=O)[O-].CC(=O)[O-].[Pd+2],C1COCCO1,,CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1,O=P([O-])([O-])[O-].[K+].[K+].[K+],66.1,train
CN(C)c1ccc(B(O)O)cc1.N#Cc1cnc2cc(I)sc2c1Cl>>CN(C)c1ccc(-c2cc3ncc(C#N)c(Cl)c3s2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,COCCOC,O,,O=C([O-])O.[Na+],59.8,train
O=Cc1ccc(Br)cc1.OB(O)c1cccs1>>O=Cc1ccc(-c2cccs2)cc1,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,C1CCOC1,COCCOC,,O=C([O-])[O-].[Na+].[Na+],77.9,train
Cn1nc(C(F)(F)F)cc1B(O)O.Oc1ccc(I)cc1>>Cn1nc(C(F)(F)F)cc1-c1ccc(O)cc1,Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1,C1COCCO1,O,,O=C([O-])[O-].[Cs+].[Cs+],73.55,train
COc1cccc2c1Oc1cc(Br)ccc1C2C1CCNCC1.OB(O)c1cccnc1>>COc1cccc2c1Oc1cc(-c3cccnc3)ccc1C2C1CCNCC1,Cl[Pd]Cl,,,[Fe+2].c1ccc(P(c2ccccc2)[c-]2cccc2)cc1.c1ccc(P(c2ccccc2)[c-]2cccc2)cc1,O=C([O-])[O-].[Na+].[Na+],0.6,train
FC(F)(F)COc1nnc(Cl)cc1Br.OB(O)c1ccc(Cl)cc1>>FC(F)(F)COc1nnc(Cl)cc1-c1ccc(Cl)cc1,[Pd],C1CCOC1,O,c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=C([O-])[O-].[K+].[K+],65.8,train
O=C(c1nc(Br)cs1)N1C2CCC1COC2.OB(O)c1ccc(Cl)cc1>>O=C(c1nc(-c2ccc(Cl)cc2)cs1)N1C2CCC1COC2,c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1,CCO,Cc1ccccc1,,O=C([O-])[O-].[K+].[K+],51.8,train
